LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DOB,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP
OHL,14729/brett-bellemore,D,2007,19.222222,50,0,12,12,0.240000,1,1,50,0,1,1988-06-25,DY+1,R,Yes,0.165289,121
OHL,14729/brett-bellemore,D,2008,20.222222,56,6,18,24,0.428571,2,2,106,0,1,1988-06-25,DY+2,R,Yes,0.165289,121
OHL,14729/brett-bellemore,D,2009,21.222222,29,2,10,12,0.413793,3,3,135,0,1,1988-06-25,DY+3,R,Yes,0.165289,121
WHL,147332/austin-adamson,F,2014,18.608333,53,2,3,5,0.090000,1,1,53,0,1,1996-02-06,DY,R,No,0.000000,0
WHL,147332/austin-adamson,F,2015,19.608333,53,5,5,10,0.188679,2,2,106,0,1,1996-02-06,DY+1,R,No,0.000000,0
WHL,147332/austin-adamson,F,2016,20.608333,28,1,4,5,0.180000,3,3,134,0,1,1996-02-06,DY+2,R,No,0.000000,0
QMJHL,147335/garrett-johnston,D,2014,19.358333,59,6,17,23,0.389831,1,1,59,0,1,1995-05-06,DY+1,L,No,0.000000,0
QMJHL,147335/garrett-johnston,D,2015,20.358333,65,2,14,16,0.246154,2,2,124,0,1,1995-05-06,DY+2,L,No,0.000000,0
QMJHL,147335/garrett-johnston,D,2016,21.358333,66,7,26,33,0.500000,3,3,190,0,1,1995-05-06,DY+3,L,No,0.000000,0
WHL,147340/darcy-deroose,F,2014,19.411111,35,1,5,6,0.170000,1,1,35,1,0,1995-04-17,DY+1,L,No,0.000000,0
WHL,14739/brayden-schenn,F,2008,17.063889,66,28,43,71,1.075758,1,1,66,0,1,1991-08-22,DY-1,L,Yes,0.633731,587
WHL,14739/brayden-schenn,F,2009,18.063889,70,32,56,88,1.257143,2,2,136,0,1,1991-08-22,DY,L,Yes,0.633731,587
WHL,14739/brayden-schenn,F,2010,19.063889,59,34,65,99,1.677966,3,3,195,0,1,1991-08-22,DY+1,L,Yes,0.633731,587
WHL,14739/brayden-schenn,F,2011,20.063889,29,22,35,57,1.965517,4,4,224,0,1,1991-08-22,DY+2,L,Yes,0.633731,587
WHL,14740/brent-raedeke,F,2008,18.294444,72,15,16,31,0.430556,1,1,72,0,1,1990-05-29,DY,L,No,0.000000,0
WHL,14740/brent-raedeke,F,2009,19.294444,70,19,36,55,0.785714,2,2,142,0,1,1990-05-29,DY+1,L,No,0.000000,0
WHL,14740/brent-raedeke,F,2010,20.294444,72,24,32,56,0.777778,3,3,214,0,1,1990-05-29,DY+2,L,No,0.000000,0
WHL,14741/brandon-mcmillan,F,2007,17.480556,55,2,10,12,0.218182,1,1,55,0,1,1990-03-22,DY-1,L,Yes,0.210526,171
WHL,14741/brandon-mcmillan,F,2008,18.480556,71,15,26,41,0.577465,2,2,126,0,1,1990-03-22,DY,L,Yes,0.210526,171
WHL,14741/brandon-mcmillan,F,2009,19.480556,70,14,35,49,0.700000,3,3,196,0,1,1990-03-22,DY+1,L,Yes,0.210526,171
WHL,14741/brandon-mcmillan,F,2010,20.480556,55,25,42,67,1.218182,4,4,251,0,1,1990-03-22,DY+2,L,Yes,0.210526,171
WHL,14742/andrew-bailey,F,2006,18.380556,72,10,15,25,0.347222,1,1,72,0,1,1988-04-28,DY,R,No,0.000000,0
WHL,14742/andrew-bailey,F,2007,19.380556,72,30,42,72,1.000000,2,2,144,0,1,1988-04-28,DY+1,R,No,0.000000,0
WHL,14742/andrew-bailey,F,2008,20.380556,72,28,37,65,0.902778,3,3,216,0,1,1988-04-28,DY+2,R,No,0.000000,0
WHL,14742/andrew-bailey,F,2009,21.380556,70,28,33,61,0.871429,4,4,286,0,1,1988-04-28,DY+3,R,No,0.000000,0
WHL,147453/michael-mylchreest,D,2012,17.608333,64,0,3,3,0.050000,1,1,64,0,1,1995-02-06,DY-1,R,No,0.000000,0
WHL,147453/michael-mylchreest,D,2013,18.608333,52,0,6,6,0.120000,2,2,116,0,1,1995-02-06,DY,R,No,0.000000,0
USHL,147453/michael-mylchreest,D,2015,20.608333,51,0,4,4,0.078431,3,3,167,0,1,1995-02-06,DY+2,R,No,0.000000,0
QMJHL,147486/dylan-callaghan,F,2016,20.016667,49,5,5,10,0.204082,1,1,49,1,0,1996-09-09,DY+2,R,No,0.000000,0
USHL,14758/andy-contois,F,2001,19.927778,55,18,24,42,0.763636,1,1,55,1,0,1981-10-11,DY+1,L,No,0.000000,0
USHL,147601/alec-rauhauser,D,2014,19.522222,35,1,5,6,0.171429,1,1,35,0,1,1995-03-07,DY+1,L,No,0.000000,0
USHL,147601/alec-rauhauser,D,2015,20.522222,59,7,30,37,0.627119,2,2,94,0,1,1995-03-07,DY+2,L,No,0.000000,0
USHL,147601/alec-rauhauser,D,2016,21.522222,58,5,32,37,0.637931,3,3,152,0,1,1995-03-07,DY+3,L,No,0.000000,0
USHL,147610/aaron-herdt,F,2014,19.072222,14,2,0,2,0.142857,1,0,14,0,0,1995-08-19,DY+1,L,No,0.000000,0
USHL,147610/aaron-herdt,F,2015,20.072222,29,2,3,5,0.172414,2,1,43,0,0,1995-08-19,DY+2,L,No,0.000000,0
WHL,147611/taylor-crunk,F,2012,17.652778,39,0,2,2,0.050000,1,1,39,0,1,1995-01-20,DY-1,L,No,0.000000,0
WHL,147611/taylor-crunk,F,2013,18.652778,61,3,7,10,0.163934,2,2,100,0,1,1995-01-20,DY,L,No,0.000000,0
WHL,147611/taylor-crunk,F,2014,19.652778,70,8,9,17,0.242857,3,3,170,0,1,1995-01-20,DY+1,L,No,0.000000,0
WHL,147611/taylor-crunk,F,2015,20.652778,71,10,4,14,0.197183,4,4,241,0,1,1995-01-20,DY+2,L,No,0.000000,0
WHL,147611/taylor-crunk,F,2016,21.652778,46,6,4,10,0.217391,5,5,287,0,1,1995-01-20,DY+3,L,No,0.000000,0
USHL,147612/zach-yon,F,2015,19.708333,58,16,10,26,0.448276,1,1,58,0,0,1995-12-30,DY+1,L,No,0.000000,0
USHL,147612/zach-yon,F,2016,20.708333,59,24,14,38,0.644068,2,2,117,0,0,1995-12-30,DY+2,L,No,0.000000,0
USHL,147618/avery-peterson,F,2013,18.236111,8,1,3,4,0.500000,1,0,8,0,0,1995-06-20,DY,L,Yes,0.000000,0
USHL,147618/avery-peterson,F,2014,19.236111,27,6,15,21,0.777778,2,1,35,0,0,1995-06-20,DY+1,L,Yes,0.000000,0
OHL,147621/marco-caprara,F,2003,19.169444,53,4,5,9,0.170000,1,1,53,0,1,1984-07-14,DY+1,R,No,0.000000,0
OHL,147621/marco-caprara,F,2004,20.169444,68,10,17,27,0.397059,2,2,121,0,1,1984-07-14,DY+2,R,No,0.000000,0
OHL,147621/marco-caprara,F,2005,21.169444,67,9,9,18,0.268657,3,3,188,0,1,1984-07-14,DY+3,R,No,0.000000,0
OHL,147629/trevor-petersen,F,2012,17.933333,38,2,4,6,0.160000,1,1,38,0,0,1994-10-09,DY-1,L,No,0.000000,0
OHL,147629/trevor-petersen,F,2013,18.933333,65,6,5,11,0.169231,2,2,103,0,0,1994-10-09,DY,L,No,0.000000,0
WHL,147632/tyler-coulter,F,2014,18.013889,52,8,13,21,0.403846,1,1,52,0,1,1996-09-10,DY,L,No,0.000000,0
WHL,147632/tyler-coulter,F,2015,19.013889,72,16,17,33,0.458333,2,2,124,0,1,1996-09-10,DY+1,L,No,0.000000,0
WHL,147632/tyler-coulter,F,2016,20.013889,69,22,37,59,0.855072,3,3,193,0,1,1996-09-10,DY+2,L,No,0.000000,0
WHL,147632/tyler-coulter,F,2017,21.013889,66,30,33,63,0.954545,4,4,259,0,1,1996-09-10,DY+3,L,No,0.000000,0
USHL,147635/justin-baudry,D,2015,18.925000,58,2,30,32,0.551724,1,1,58,1,0,1996-10-12,DY,L,No,0.000000,0
OHL,14767/peter-campbell,F,1997,18.022222,62,7,12,19,0.306452,1,1,62,0,1,1979-09-07,DY,L,No,0.000000,0
OHL,14767/peter-campbell,F,1998,19.022222,63,11,15,26,0.412698,2,2,125,0,1,1979-09-07,DY+1,L,No,0.000000,0
OHL,14767/peter-campbell,F,1999,20.022222,67,45,43,88,1.313433,3,3,192,0,1,1979-09-07,DY+2,L,No,0.000000,0
OHL,14767/peter-campbell,F,2000,21.022222,64,21,35,56,0.875000,4,4,256,0,1,1979-09-07,DY+3,L,No,0.000000,0
USHL,14771/luke-stauffacher,F,1998,17.744444,23,0,3,3,0.130435,1,1,23,0,1,1980-12-17,DY-1,R,No,0.000000,0
USHL,14771/luke-stauffacher,F,1999,18.744444,54,9,20,29,0.537037,2,2,77,0,1,1980-12-17,DY,R,No,0.000000,0
USHL,14771/luke-stauffacher,F,2000,19.744444,56,17,21,38,0.678571,3,3,133,0,1,1980-12-17,DY+1,R,No,0.000000,0
USHL,14771/luke-stauffacher,F,2001,20.744444,56,13,33,46,0.821429,4,4,189,0,1,1980-12-17,DY+2,R,No,0.000000,0
OHL,14772/derek-campbell,F,1998,18.419444,59,6,12,18,0.305085,1,1,59,0,1,1980-04-14,DY,L,No,0.000000,0
OHL,14772/derek-campbell,F,1999,19.419444,49,14,21,35,0.714286,2,2,108,0,1,1980-04-14,DY+1,L,No,0.000000,0
OHL,14772/derek-campbell,F,2000,20.419444,59,18,35,53,0.898305,3,3,167,0,1,1980-04-14,DY+2,L,No,0.000000,0
OHL,14772/derek-campbell,F,2001,21.419444,57,25,44,69,1.210526,4,4,224,0,1,1980-04-14,DY+3,L,No,0.000000,0
OHL,147733/adam-thilander,D,2017,18.991667,64,6,29,35,0.546875,1,1,64,0,0,1998-09-18,DY,R,No,0.000000,0
OHL,147733/adam-thilander,D,2018,19.991667,68,12,30,42,0.617647,2,2,132,0,0,1998-09-18,DY+1,R,No,0.000000,0
OHL,147929/mike-mills,F,2004,18.300000,36,2,5,7,0.190000,1,1,36,0,1,1986-05-27,DY,R,No,0.000000,0
OHL,147929/mike-mills,F,2005,19.300000,65,7,5,12,0.184615,2,2,101,0,1,1986-05-27,DY+1,R,No,0.000000,0
OHL,147929/mike-mills,F,2006,20.300000,61,2,9,11,0.180328,3,3,162,0,1,1986-05-27,DY+2,R,No,0.000000,0
OHL,147985/craig-montgomery,F,2005,18.419444,12,3,0,3,0.250000,1,0,12,1,0,1987-04-14,DY,R,No,0.000000,0
OHL,147987/justin-piquette,F,2005,18.538889,25,0,1,1,0.040000,1,1,25,0,0,1987-03-01,DY,L,No,0.000000,0
QMJHL,147987/justin-piquette,F,2006,19.538889,32,3,1,4,0.130000,2,2,57,0,0,1987-03-01,DY+1,L,No,0.000000,0
OHL,147988/kris-purawec,F,2006,19.533333,1,1,1,2,2.000000,1,0,1,1,0,1987-03-03,DY+1,L,No,0.000000,0
OHL,147991/mike-roelofsen,F,2004,17.655556,67,16,24,40,0.597015,1,1,67,0,1,1987-01-19,DY-1,L,No,0.000000,0
OHL,147991/mike-roelofsen,F,2005,18.655556,58,4,20,24,0.413793,2,2,125,0,1,1987-01-19,DY,L,No,0.000000,0
OHL,147991/mike-roelofsen,F,2006,19.655556,68,8,22,30,0.441176,3,3,193,0,1,1987-01-19,DY+1,L,No,0.000000,0
OHL,147991/mike-roelofsen,F,2007,20.655556,67,13,17,30,0.447761,4,4,260,0,1,1987-01-19,DY+2,L,No,0.000000,0
OHL,147994/trevor-solomon,D,2004,16.863889,56,3,6,9,0.160000,1,1,56,0,1,1987-11-04,DY-2,L,No,0.000000,0
OHL,147994/trevor-solomon,D,2005,17.863889,64,6,16,22,0.343750,2,2,120,0,1,1987-11-04,DY-1,L,No,0.000000,0
OHL,147994/trevor-solomon,D,2006,18.863889,64,4,14,18,0.281250,3,3,184,0,1,1987-11-04,DY,L,No,0.000000,0
OHL,147994/trevor-solomon,D,2007,19.863889,58,0,10,10,0.172414,4,4,242,0,1,1987-11-04,DY+1,L,No,0.000000,0
USHL,148086/cory-babichuk,D,2018,19.963889,8,0,2,2,0.250000,1,0,8,1,0,1998-09-28,DY+1,L,No,0.000000,0
WHL,148098/austin-shmoorkoff,D,2016,19.358333,64,0,3,3,0.050000,1,1,64,1,0,1997-05-06,DY+1,L,No,0.000000,0
WHL,148101/matt-dykstra,F,2014,17.586111,6,1,0,1,0.170000,1,0,6,1,0,1997-02-14,DY-1,L,No,0.000000,0
USHL,148119/lean-bergmann,F,2016,17.947222,28,5,7,12,0.428571,1,1,28,0,1,1998-10-04,DY-1,L,No,0.000000,0
USHL,148119/lean-bergmann,F,2017,18.947222,41,7,9,16,0.390244,2,2,69,0,1,1998-10-04,DY,L,No,0.000000,0
USHL,148119/lean-bergmann,F,2018,19.947222,56,11,14,25,0.446429,3,3,125,0,1,1998-10-04,DY+1,L,No,0.000000,0
USHL,148134/evan-janssen,F,2013,20.458333,51,10,13,23,0.450980,1,1,51,1,0,1993-03-31,DY+2,L,No,0.000000,0
USHL,148166/bo-pieper,F,2012,17.744444,52,7,9,16,0.307692,1,1,52,0,0,1994-12-17,DY-1,L,No,0.000000,0
USHL,148166/bo-pieper,F,2013,18.744444,63,2,10,12,0.190476,2,2,115,0,0,1994-12-17,DY,L,No,0.000000,0
USHL,148170/drew-smolcynski,F,2012,18.391667,45,9,10,19,0.422222,1,1,45,0,0,1994-04-24,DY,R,No,0.000000,0
USHL,148170/drew-smolcynski,F,2013,19.391667,65,20,25,45,0.692308,2,2,110,0,0,1994-04-24,DY+1,R,No,0.000000,0
USHL,148201/jakob-romo,F,2016,21.275000,16,2,2,4,0.250000,1,0,16,1,0,1995-06-06,DY+3,R,No,0.000000,0
USHL,14824/dennis-packard,F,2000,18.600000,55,11,14,25,0.454545,1,1,55,1,0,1982-02-09,DY,L,Yes,0.000000,0
OHL,148248/stephen-alonge,F,2012,19.483333,55,5,5,10,0.181818,1,1,55,1,0,1993-03-21,DY+1,R,No,0.000000,0
OHL,148249/sam-studnicka,F,2012,17.666667,14,0,5,5,0.360000,1,0,14,0,1,1995-01-15,DY-1,R,No,0.000000,0
OHL,148249/sam-studnicka,F,2013,18.666667,59,2,6,8,0.140000,2,1,73,0,1,1995-01-15,DY,R,No,0.000000,0
OHL,148249/sam-studnicka,F,2014,19.666667,67,8,15,23,0.343284,3,2,140,0,1,1995-01-15,DY+1,R,No,0.000000,0
OHL,148249/sam-studnicka,F,2015,20.666667,57,18,16,34,0.596491,4,3,197,0,1,1995-01-15,DY+2,R,No,0.000000,0
OHL,148249/sam-studnicka,F,2016,21.666667,60,24,19,43,0.716667,5,4,257,0,1,1995-01-15,DY+3,R,No,0.000000,0
USHL,148253/evan-allen,F,2012,17.616667,33,6,9,15,0.454545,1,1,33,0,0,1995-02-03,DY-1,R,No,0.000000,0
USHL,148253/evan-allen,F,2013,18.616667,26,6,10,16,0.615385,2,2,59,0,0,1995-02-03,DY,R,No,0.000000,0
USHL,148348/christian-pomarico,D,2012,19.844444,54,1,1,2,0.037037,1,1,54,1,0,1992-11-11,DY+1,L,No,0.000000,0
USHL,148360/scott-dornbrock,D,2012,18.922222,35,0,5,5,0.142857,1,1,35,1,0,1993-10-13,DY,L,No,0.000000,0
OHL,148361/sean-callaghan,D,2012,18.119444,61,3,2,5,0.080000,1,1,61,0,1,1994-08-02,DY,L,No,0.000000,0
OHL,148361/sean-callaghan,D,2013,19.119444,65,2,5,7,0.110000,2,2,126,0,1,1994-08-02,DY+1,L,No,0.000000,0
OHL,148361/sean-callaghan,D,2014,20.119444,66,8,11,19,0.287879,3,3,192,0,1,1994-08-02,DY+2,L,No,0.000000,0
OHL,148361/sean-callaghan,D,2015,21.119444,58,5,9,14,0.241379,4,4,250,0,1,1994-08-02,DY+3,L,No,0.000000,0
WHL,14837/steve-covington,F,2004,18.625000,72,6,13,19,0.263889,1,1,72,0,1,1986-01-31,DY,R,Yes,0.000000,0
WHL,14837/steve-covington,F,2005,19.625000,71,11,14,25,0.352113,2,2,143,0,1,1986-01-31,DY+1,R,Yes,0.000000,0
WHL,14837/steve-covington,F,2006,20.625000,72,10,16,26,0.361111,3,3,215,0,1,1986-01-31,DY+2,R,Yes,0.000000,0
WHL,14837/steve-covington,F,2007,21.625000,70,7,22,29,0.414286,4,4,285,0,1,1986-01-31,DY+3,R,Yes,0.000000,0
OHL,14838/chanse-fitzpatrick,F,2002,18.086111,44,4,5,9,0.200000,1,1,44,0,1,1984-08-14,DY,R,No,0.000000,0
OHL,14838/chanse-fitzpatrick,F,2003,19.086111,50,5,7,12,0.240000,2,2,94,0,1,1984-08-14,DY+1,R,No,0.000000,0
OHL,14838/chanse-fitzpatrick,F,2004,20.086111,59,10,10,20,0.338983,3,3,153,0,1,1984-08-14,DY+2,R,No,0.000000,0
QMJHL,14839/jean-michel-daoust,F,2001,17.808333,68,23,27,50,0.735294,1,1,68,0,1,1983-11-24,DY-1,R,No,0.000000,0
QMJHL,14839/jean-michel-daoust,F,2002,18.808333,72,16,20,36,0.500000,2,2,140,0,1,1983-11-24,DY,R,No,0.000000,0
QMJHL,14839/jean-michel-daoust,F,2003,19.808333,72,34,60,94,1.305556,3,3,212,0,1,1983-11-24,DY+1,R,No,0.000000,0
QMJHL,14839/jean-michel-daoust,F,2004,20.808333,60,31,65,96,1.600000,4,4,272,0,1,1983-11-24,DY+2,R,No,0.000000,0
USHL,148413/zach-mccarver,F,2012,18.902778,48,3,10,13,0.270833,1,1,48,1,0,1993-10-20,DY,-,No,0.000000,0
WHL,14842/kevin-korol,F,1998,17.622222,67,15,16,31,0.462687,1,1,67,0,1,1981-02-01,DY-1,L,No,0.000000,0
WHL,14842/kevin-korol,F,1999,18.622222,68,19,21,40,0.588235,2,2,135,0,1,1981-02-01,DY,L,No,0.000000,0
WHL,14842/kevin-korol,F,2000,19.622222,68,13,18,31,0.455882,3,3,203,0,1,1981-02-01,DY+1,L,No,0.000000,0
WHL,14842/kevin-korol,F,2001,20.622222,69,19,46,65,0.942029,4,4,272,0,1,1981-02-01,DY+2,L,No,0.000000,0
WHL,14842/kevin-korol,F,2002,21.622222,72,24,59,83,1.152778,5,5,344,0,1,1981-02-01,DY+3,L,No,0.000000,0
WHL,14843/jason-beeman,F,2002,17.202778,64,7,11,18,0.281250,1,1,64,0,1,1985-07-02,DY-1,R,No,0.000000,0
WHL,14843/jason-beeman,F,2003,18.202778,67,9,17,26,0.388060,2,2,131,0,1,1985-07-02,DY,R,No,0.000000,0
WHL,14843/jason-beeman,F,2004,19.202778,69,11,21,32,0.463768,3,3,200,0,1,1985-07-02,DY+1,R,No,0.000000,0
WHL,14843/jason-beeman,F,2005,20.202778,66,13,18,31,0.469697,4,4,266,0,1,1985-07-02,DY+2,R,No,0.000000,0
WHL,14843/jason-beeman,F,2006,21.202778,60,28,30,58,0.966667,5,5,326,0,1,1985-07-02,DY+3,R,No,0.000000,0
WHL,14844/keegan-mcavoy,F,1999,18.622222,66,2,11,13,0.196970,1,1,66,0,1,1981-02-01,DY,R,No,0.000000,0
WHL,14844/keegan-mcavoy,F,2000,19.622222,57,12,11,23,0.403509,2,2,123,0,1,1981-02-01,DY+1,R,No,0.000000,0
WHL,14844/keegan-mcavoy,F,2001,20.622222,72,7,17,24,0.333333,3,3,195,0,1,1981-02-01,DY+2,R,No,0.000000,0
WHL,14844/keegan-mcavoy,F,2002,21.622222,71,14,35,49,0.690141,4,4,266,0,1,1981-02-01,DY+3,R,No,0.000000,0
USHL,14856/nathan-perkovich,F,2004,18.916667,35,1,7,8,0.228571,1,1,35,0,1,1985-10-15,DY,R,Yes,0.000000,0
USHL,14856/nathan-perkovich,F,2005,19.916667,37,6,2,8,0.216216,2,2,72,0,1,1985-10-15,DY+1,R,Yes,0.000000,0
USHL,14856/nathan-perkovich,F,2006,20.916667,56,28,24,52,0.928571,3,3,128,0,1,1985-10-15,DY+2,R,Yes,0.000000,0
OHL,148567/maximilian-kislinger,F,2016,18.594444,68,12,8,20,0.294118,1,1,68,0,1,1998-02-11,DY,R,No,0.000000,0
OHL,148567/maximilian-kislinger,F,2017,19.594444,35,6,6,12,0.342857,2,2,103,0,1,1998-02-11,DY+1,R,No,0.000000,0
OHL,148567/maximilian-kislinger,F,2018,20.594444,58,8,9,17,0.293103,3,3,161,0,1,1998-02-11,DY+2,R,No,0.000000,0
OHL,148582/ramon-lopez,D,2012,17.447222,15,0,3,3,0.200000,1,0,15,0,0,1995-04-04,DY-1,R,No,0.000000,0
OHL,148582/ramon-lopez,D,2013,18.447222,34,0,2,2,0.060000,2,1,49,0,0,1995-04-04,DY,R,No,0.000000,0
OHL,148588/mark-raycroft,D,2013,18.408333,57,0,7,7,0.120000,1,1,57,0,0,1995-04-18,DY,R,No,0.000000,0
OHL,148588/mark-raycroft,D,2014,19.408333,51,4,1,5,0.100000,2,2,108,0,0,1995-04-18,DY+1,R,No,0.000000,0
USHL,14862/zach-bearson,F,2004,17.255556,53,7,11,18,0.339623,1,1,53,0,1,1987-06-13,DY-1,L,Yes,0.000000,0
USHL,14862/zach-bearson,F,2005,18.255556,51,18,18,36,0.705882,2,2,104,0,1,1987-06-13,DY,L,Yes,0.000000,0
USHL,14862/zach-bearson,F,2006,19.255556,56,13,21,34,0.607143,3,3,160,0,1,1987-06-13,DY+1,L,Yes,0.000000,0
USHL,14863/matthew-ford,F,2004,19.933333,60,37,31,68,1.133333,1,1,60,1,0,1984-10-09,DY+1,R,Yes,0.000000,0
USHL,14866/aaron-marvin,F,2007,19.300000,13,1,3,4,0.307692,1,0,13,1,0,1988-05-27,DY+1,L,Yes,0.000000,0
USHL,14867/garrett-roe,F,2005,17.563889,49,6,15,21,0.428571,1,1,49,0,1,1988-02-22,DY-1,L,Yes,0.000000,0
USHL,14867/garrett-roe,F,2006,18.563889,49,21,32,53,1.081633,2,2,98,0,1,1988-02-22,DY,L,Yes,0.000000,0
USHL,14867/garrett-roe,F,2007,19.563889,57,24,39,63,1.105263,3,3,155,0,1,1988-02-22,DY+1,L,Yes,0.000000,0
USHL,14868/michael-forney,F,2009,21.336111,59,26,34,60,1.016949,1,1,59,1,0,1988-05-14,DY+3,R,Yes,0.000000,0
USHL,14869/derrick-lapoint,D,2007,19.338889,59,13,36,49,0.830508,1,1,59,1,0,1988-05-13,DY+1,L,Yes,0.000000,0
USHL,14870/chris-vandevelde,F,2005,18.500000,7,1,4,5,0.714286,1,0,7,0,0,1987-03-15,DY,L,Yes,0.172662,278
USHL,14870/chris-vandevelde,F,2006,19.500000,56,16,20,36,0.642857,2,1,63,0,0,1987-03-15,DY+1,L,Yes,0.172662,278
USHL,14873/joe-charlebois,D,2005,19.575000,59,1,24,25,0.423729,1,1,59,1,0,1986-02-18,DY+1,R,Yes,0.000000,0
OHL,148795/scott-zimmerman,F,2004,17.286111,39,3,2,5,0.130000,1,1,39,0,0,1987-06-02,DY-1,L,No,0.000000,0
OHL,148795/scott-zimmerman,F,2005,18.286111,17,2,0,2,0.120000,2,0,56,0,0,1987-06-02,DY,L,No,0.000000,0
OHL,149152/miles-cope,D,2006,18.652778,34,1,3,4,0.120000,1,1,34,1,0,1988-01-20,DY,L,No,0.000000,0
OHL,149154/kyle-jukosky,F,2006,17.950000,50,2,3,5,0.100000,1,1,50,0,0,1988-10-03,DY-1,R,No,0.000000,0
OHL,149154/kyle-jukosky,F,2007,18.950000,16,1,2,3,0.190000,2,0,66,0,0,1988-10-03,DY,R,No,0.000000,0
OHL,149160/steve-savor,F,2005,17.205556,62,5,5,10,0.161290,1,1,62,0,0,1988-07-01,DY-1,R,No,0.000000,0
OHL,149160/steve-savor,F,2006,18.205556,49,1,0,1,0.020000,2,2,111,0,0,1988-07-01,DY,R,No,0.000000,0
USHL,149169/sam-kurker,F,2014,20.436111,24,6,8,14,0.583333,1,1,24,0,0,1994-04-08,DY+2,R,Yes,0.000000,0
USHL,149169/sam-kurker,F,2015,21.436111,56,24,25,49,0.875000,2,2,80,0,0,1994-04-08,DY+3,R,Yes,0.000000,0
USHL,14926/bryan-miller,D,2001,18.577778,24,7,9,16,0.666667,1,1,24,1,0,1983-02-17,DY,R,No,0.000000,0
USHL,14927/aaron-slattengren,F,2001,19.713889,40,7,9,16,0.400000,1,1,40,0,0,1981-12-28,DY+1,L,No,0.000000,0
USHL,14927/aaron-slattengren,F,2002,20.713889,52,19,42,61,1.173077,2,2,92,0,0,1981-12-28,DY+2,L,No,0.000000,0
OHL,149365/anthony-stefano,F,2014,18.697222,65,15,20,35,0.538462,1,1,65,0,1,1996-01-04,DY,L,No,0.000000,0
OHL,149365/anthony-stefano,F,2015,19.697222,62,11,19,30,0.483871,2,2,127,0,1,1996-01-04,DY+1,L,No,0.000000,0
OHL,149365/anthony-stefano,F,2016,20.697222,60,21,23,44,0.733333,3,3,187,0,1,1996-01-04,DY+2,L,No,0.000000,0
OHL,149365/anthony-stefano,F,2017,21.697222,62,22,34,56,0.903226,4,4,249,0,1,1996-01-04,DY+3,L,No,0.000000,0
WHL,14940/paul-albers,F,2002,16.916667,54,1,5,6,0.110000,1,1,54,0,1,1985-10-15,DY-2,L,No,0.000000,0
WHL,14940/paul-albers,F,2003,17.916667,72,4,20,24,0.333333,2,2,126,0,1,1985-10-15,DY-1,L,No,0.000000,0
WHL,14940/paul-albers,F,2004,18.916667,62,5,19,24,0.387097,3,3,188,0,1,1985-10-15,DY,L,No,0.000000,0
WHL,14940/paul-albers,F,2005,19.916667,71,4,23,27,0.380282,4,4,259,0,1,1985-10-15,DY+1,L,No,0.000000,0
WHL,14940/paul-albers,F,2006,20.916667,70,17,45,62,0.885714,5,5,329,0,1,1985-10-15,DY+2,L,No,0.000000,0
USHL,149401/austin-kosack,D,2014,19.480556,57,3,26,29,0.508772,1,1,57,0,1,1995-03-22,DY+1,L,No,0.000000,0
OHL,149401/austin-kosack,D,2015,20.480556,31,2,4,6,0.190000,2,2,88,0,1,1995-03-22,DY+2,L,No,0.000000,0
OHL/QMJHL,149401/austin-kosack,D,2016,21.480556,40,6,18,24,0.600000,3,3,128,0,1,1995-03-22,DY+3,L,No,0.000000,0
OHL,149405/justin-scott,F,2013,18.088889,55,4,5,9,0.160000,1,1,55,0,1,1995-08-13,DY,L,No,0.000000,0
OHL,149405/justin-scott,F,2014,19.088889,61,7,13,20,0.327869,2,2,116,0,1,1995-08-13,DY+1,L,No,0.000000,0
OHL,149405/justin-scott,F,2015,20.088889,68,30,23,53,0.779412,3,3,184,0,1,1995-08-13,DY+2,L,No,0.000000,0
OHL,149405/justin-scott,F,2016,21.088889,67,28,37,65,0.970149,4,4,251,0,1,1995-08-13,DY+3,L,No,0.000000,0
OHL,149431/bill-kueneman,F,2005,17.377778,3,0,1,1,0.330000,1,0,3,1,0,1988-04-29,DY-1,R,No,0.000000,0
QMJHL,149432/julien-pelletier,F,2013,17.213889,7,1,0,1,0.140000,1,0,7,0,1,1996-06-28,DY-1,L,Yes,0.000000,0
QMJHL,149432/julien-pelletier,F,2014,18.213889,67,25,25,50,0.746269,2,1,74,0,1,1996-06-28,DY,L,Yes,0.000000,0
QMJHL,149432/julien-pelletier,F,2015,19.213889,53,10,19,29,0.547170,3,2,127,0,1,1996-06-28,DY+1,L,Yes,0.000000,0
QMJHL,149432/julien-pelletier,F,2016,20.213889,60,27,18,45,0.750000,4,3,187,0,1,1996-06-28,DY+2,L,Yes,0.000000,0
QMJHL,149432/julien-pelletier,F,2017,21.213889,65,29,32,61,0.938462,5,4,252,0,1,1996-06-28,DY+3,L,Yes,0.000000,0
OHL,149434/drew-mcavoy,D,2006,18.422222,26,0,3,3,0.120000,1,1,26,0,0,1988-04-13,DY,L,No,0.000000,0
OHL,149434/drew-mcavoy,D,2007,19.422222,5,0,2,2,0.400000,2,0,31,0,0,1988-04-13,DY+1,L,No,0.000000,0
